,Mean hemoglobin level of women of reproductive age (aged 15-49 years),"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Maternal Disorders,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of pregnant women (aged 15-49 years)
573,127.0,36.6,23.7,8.6,2.21727,1.2648347041732318e-05,24.8,115.0
574,127.0,38.0,23.25294117647059,10.4,2.10655,1.2479965198725617e-05,24.5,115.0
575,127.0,39.4,23.25294117647059,10.4,2.00857,1.2479965198725617e-05,24.2,116.0
576,127.0,40.8,23.25294117647059,10.4,1.9276,1.0419579083736947e-05,23.9,116.0
577,116.0,17.6,21.0,15.9,38.81791,0.0002647722587163,51.9,107.0
578,116.0,18.0,21.1,15.8,37.97506,0.0002621216596604,52.0,107.0
579,116.0,18.5,21.2,15.6,37.18362,0.000263151874311,52.1,107.0
580,116.0,18.9,21.3,15.4,36.42049,0.0002701886861489,52.2,107.0
581,116.0,19.4,21.3,15.3,35.69226,0.0002622653859703,52.1,107.0
582,116.0,19.9,21.4,15.1,34.96013,0.0002585989193522,52.0,107.0
583,116.0,20.5,21.5,15.0,34.26513,0.0002534989540318,51.8,108.0
584,116.0,21.1,21.5,14.8,33.5553,0.0002570389577388,51.5,108.0
585,117.0,21.8,21.6,14.6,32.89522,0.0002586205958717,51.1,108.0
586,117.0,22.6,21.6,14.5,32.21314,0.0002564572230513,50.6,108.0
587,117.0,23.4,21.7,14.3,31.55504,0.0002620580864125,50.1,108.0
588,117.0,24.3,21.7,14.2,30.92297,0.0002628510509162,49.5,109.0
589,118.0,25.3,21.8,14.0,30.32831,0.0002637657475895,49.0,109.0
590,118.0,26.3,21.8,13.8,29.72517,0.0002625642205818,48.5,109.0
591,118.0,27.4,21.8,13.7,29.11503,0.0002625282079812,48.0,109.0
592,118.0,28.5,21.9,13.5,28.48228,0.0002588669896528,47.4,110.0
593,118.0,29.7,21.9,13.4,27.78634,0.0002582585795255,46.9,110.0
594,119.0,30.9,21.53529411764706,14.641176470588237,27.06125,0.0002591921073105,46.4,110.0
595,119.0,32.1,21.53529411764706,14.641176470588237,26.36816,0.0002639122191688,45.9,111.0
596,119.0,33.3,21.53529411764706,14.641176470588237,25.68752,0.0002585337695069,45.5,111.0
597,134.0,50.7,26.3,0.9,2.17289,4.3547854242164735e-06,8.7,119.0
598,134.0,51.5,26.3,0.8,2.10078,3.7177419844015286e-06,8.5,119.0
599,134.0,52.4,26.4,0.8,2.03348,3.547485120073664e-06,8.3,120.0
600,134.0,53.2,26.5,0.7,1.97023,3.062805116007572e-06,8.1,120.0
601,134.0,54.0,26.6,0.7,1.91107,3.4100314663811e-06,8.0,120.0
602,134.0,54.7,26.7,0.7,1.85627,3.563604049079456e-06,7.8,120.0
603,134.0,55.5,26.8,0.6,1.80523,3.0958151699277467e-06,7.8,120.0
604,134.0,56.3,26.9,0.6,1.75852,2.9440897123017134e-06,7.7,120.0
605,134.0,57.0,27.0,0.6,1.71599,2.7956484880434063e-06,7.6,120.0
606,134.0,57.8,27.1,0.6,1.67769,3.433381880549994e-06,7.6,120.0
607,134.0,58.5,27.2,0.5,2.07793,3.224556117457681e-06,7.5,121.0
608,134.0,59.2,27.3,0.5,1.61327,3.19739282220838e-06,7.5,121.0
609,134.0,59.8,27.4,0.5,1.58749,3.4060057512168835e-06,7.5,121.0
610,134.0,60.4,27.5,0.5,1.56423,3.4369538010495407e-06,7.6,121.0
611,134.0,61.1,27.6,0.4,1.54292,3.583462068244839e-06,7.6,121.0
612,134.0,61.6,27.7,0.4,1.52161,3.498772905777931e-06,7.7,121.0
613,134.0,62.2,27.8,0.4,1.49768,3.2450401553793542e-06,7.8,121.0
614,134.0,62.7,27.00588235294118,0.6,1.47011,2.8824672291735528e-06,7.9,121.0
615,134.0,63.2,27.00588235294118,0.6,1.44122,2.82594826389564e-06,8.1,121.0
616,134.0,63.7,27.00588235294118,0.6,1.40876,2.7313750600484447e-06,8.4,121.0
617,130.0,30.9,22.4,7.6,4.17756,9.801070291753544e-06,21.9,119.0
618,130.0,31.8,22.5,7.4,3.96312,8.751564689425706e-06,20.9,120.0
619,130.0,32.7,22.6,7.2,3.76025,7.212772270373258e-06,20.1,120.0
620,131.0,33.6,22.6,7.0,3.56954,6.084232310970517e-06,19.4,121.0
621,131.0,34.6,22.7,6.8,3.39129,5.643678950683089e-06,18.8,121.0
622,131.0,35.7,22.8,6.5,3.22622,5.078730040028437e-06,18.1,121.0
623,131.0,36.7,22.9,6.3,3.07434,4.412457385245623e-06,17.4,121.0
624,132.0,37.8,23.0,6.1,2.93658,3.825776687299674e-06,16.7,122.0
625,132.0,38.9,23.1,5.8,3.78559,3.442500934926765e-06,16.2,122.0
626,132.0,39.9,23.2,5.6,2.68975,3.178472991643875e-06,15.6,122.0
627,132.0,41.0,23.4,5.4,2.57378,2.8282709258488168e-06,15.1,123.0
628,132.0,42.0,23.5,5.2,2.46568,2.506138258252404e-06,14.8,123.0
629,133.0,42.9,23.6,5.0,2.36825,2.244572930863187e-06,14.7,123.0
630,133.0,43.7,23.7,4.8,2.28168,2.045812883009367e-06,14.7,123.0
631,133.0,44.4,23.9,4.6,2.20659,1.7260550781637994e-06,14.6,123.0
632,133.0,45.2,24.0,4.4,2.13701,1.7194112204807133e-06,14.8,123.0
633,133.0,45.8,24.2,4.2,2.07005,1.836145694049612e-06,15.0,122.0
634,133.0,46.5,23.18235294117647,5.876470588235295,2.00838,1.5181239895110182e-06,15.1,122.0
635,133.0,47.1,23.18235294117647,5.876470588235295,1.9495,1.2572078165657735e-06,15.2,122.0
636,133.0,47.7,23.18235294117647,5.876470588235295,1.89477,1.1130307927261078e-06,15.4,122.0
637,125.0,40.5,24.1,3.4,3.52824,1.7990074824319208e-05,30.1,116.0
638,125.0,41.2,24.2,3.2,3.46267,1.627983075487947e-05,29.6,116.0
639,126.0,41.9,24.3,3.1,3.38837,1.532472797100501e-05,29.1,116.0
640,126.0,42.7,24.4,3.0,3.31079,1.474560144904406e-05,28.6,116.0
641,126.0,43.6,24.5,2.9,3.23358,1.458867559066786e-05,28.0,116.0
642,126.0,44.5,24.6,2.8,3.15783,1.6028817741399297e-05,27.3,117.0
643,127.0,45.5,24.7,2.6,3.08496,1.3437584252464095e-05,26.6,117.0
644,127.0,46.6,24.8,2.5,3.01469,1.32167939203687e-05,25.7,117.0
645,127.0,47.8,24.9,2.4,2.94565,9.225539594393356e-06,24.8,118.0
646,128.0,49.0,25.0,2.3,2.87745,1.341655812075873e-05,24.0,118.0
647,128.0,50.2,25.1,2.3,2.81037,1.0926293621134773e-05,23.2,118.0
648,129.0,51.4,25.3,2.2,2.74469,8.809283571821955e-06,22.5,119.0
