,IndCode,IndName
1152,RSUD_750,Standards of care for professionals providing treatment for alcohol and drug use disorders
1153,RSUD_76,"Prevention activities for substance use disorders, main focus"
1154,RSUD_760,Educational attainment in prevention
1155,RSUD_77,Programmes for the prevention of substance use disorders for special populations
1156,RSUD_770,Postgraduate training programme in prevention
1157,RSUD_78,Screening and brief interventions for substance use and substance use disorders
1158,RSUD_780,Continuing professional development in prevention
1159,RSUD_79,Harm reduction programmes for IDUs
1160,RSUD_790,Educational attainment in treatment
1161,RSUD_8,Epidemiological data collection system for substance use disorders
1162,RSUD_80,Health professionals mostly involved in treatment of substance use disorders
1163,RSUD_800,Postgraduate training programme in treatment
1164,RSUD_81,Clinical supervision of health care staff
1165,RSUD_810,Continuing professional development in treatment
1166,RSUD_82,Standards of care for health professionals
1167,RSUD_820,Epidemiological data collection for substance use
1168,RSUD_83,"Standards of care for health professionals, maintenance"
1169,RSUD_830,Service delivery data collection for substance use
1170,RSUD_84,"Standards of care for health professionals, human rights"
1171,RSUD_840,Regular reports on epidemiological and service delivery data for substance use
1172,RSUD_85,NGOs for alcohol use disorders
1173,RSUD_850,System of monitoring alcohol involvement in forensic pathology
1174,RSUD_86,NGOs for drug use disorders
1175,RSUD_860,System of monitoring drugs involvement in forensic pathology
1176,RSUD_87,Self-help groups for substance use disorders
1177,RSUD_870,Epidemiological data collection system for substance use among children and adolescents
1178,RSUD_88,Groups and agencies for the prevention of substance use disorders
1179,RSUD_880,Epidemiological data collection system for substance use among children and adolescents
1180,RSUD_89,Opioid agonist pharmacotherapy for the treatment of opioid dependence (maintenance)
1181,RSUD_890,Treatment programmes for children and adolescents with alcohol use disorders
1182,RSUD_9,Service delivery data collection system for substance use disorders
1183,RSUD_900,Treatment programmes for children and adolescents with drug use disorders
1184,SA_0000001398,"Alcohol, consumption of pure alcohol by type of beverage (%)"
1185,SA_0000001398_ARCHIVED,"Alcohol, consumption of pure alcohol by type of beverage (%)"
1186,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)"
1187,SA_0000001400_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)"
1188,SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average"
1189,SA_0000001401_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average"
1190,SA_0000001402,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010"
1191,SA_0000001402_ARCHIVED,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010"
1192,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)"
1193,SA_0000001403_ARCHIVED,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)"
1194,SA_0000001404,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol"
1195,SA_0000001404_ARCHIVED,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol"
1196,SA_0000001405,"Alcohol, tourist consumption (in litres of pure alcohol)"
1197,SA_0000001405_ARCHIVED,"Alcohol, tourist consumption (in litres of pure alcohol)"
1198,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)"
1199,SA_0000001406_ARCHIVED,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)"
1200,SA_0000001409,"Alcohol, abstainers lifetime (%)"
1201,SA_0000001409_ARCHIVED,"Alcohol, abstainers lifetime (%)"
1202,SA_0000001410,"Abstainers (15-19 years), lifetime (%)"
1203,SA_0000001411,"Alcohol, abstainers past 12 months (%)"
1204,SA_0000001411_ARCHIVED,"Alcohol, abstainers past 12 months (%)"
1205,SA_0000001412,"Abstainers (15-19 years), past 12 months (%)"
1206,SA_0000001413,"Alcohol, consumers past 12 months (%)"
1207,SA_0000001413_ARCHIVED,"Alcohol, consumers past 12 months (%)"
1208,SA_0000001414,"Alcohol, former drinkers (%)"
1209,SA_0000001414_ARCHIVED,"Alcohol, former drinkers (%)"
1210,SA_0000001415_ARCHIVED,"Alcohol, heavy episodic drinking (population) past 30 days (%)"
1211,SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)"
1212,SA_0000001416_ARCHIVED,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)"
1213,SA_0000001417,"Alcohol, patterns of drinking score"
1214,SA_0000001417_ARCHIVED,"Alcohol, patterns of drinking score"
1215,SA_0000001418,"Age-standardized DALYs, alcohol use disorders, per 100,000"
1216,SA_0000001419,"Age-standardized DALYs, breast cancer, per 100,000"
1217,SA_0000001420,"Age-standardized DALYs, colon and rectum cancers, per 100,000"
1218,SA_0000001421,"Age-standardized DALYs, diabetes mellitus, per 100,000"
1219,SA_0000001422,"Age-standardized DALYs, drownings, per 100,000"
1220,SA_0000001423,"Age-standardized DALYs, falls, per 100,000"
1221,SA_0000001424,"Age-standardized DALYs, fires, per 100,000"
1222,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000"
1223,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000"
1224,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000"
1225,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000"
1226,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000"
1227,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000"
1228,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000"
1229,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000"
1230,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000"
1231,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000"
1232,SA_0000001436,"Age-standardized DALYs, violence, per 100,000"
1233,SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000"
1234,SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000"
1235,SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000"
1236,SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000"
1237,SA_0000001441,"Age-standardized death rates, drownings, per 100,000"
1238,SA_0000001442,"Age-standardized death rates, falls, per 100,000"
1239,SA_0000001443,"Age-standardized death rates, fires, per 100,000"
1240,SA_0000001444,"Age-standardized death rates, ischaemic heart disease, per 100,000"
1241,SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000"
1242,SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000"
1243,SA_0000001448,"Age-standardized death rates, mouth and oropharynx cancer, per 100,000"
1244,SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000"
1245,SA_0000001450,"Age-standardized death rates, poisoning, per 100,000"
1246,SA_0000001451,"Age-standardized death rates, prematurity and low birth rate, per 100,000"
1247,SA_0000001452,"Age-standardized death rates, road traffic accidents, per 100,000"
1248,SA_0000001453,"Age-standardized death rates, self-inflicted injury, per 100,000"
1249,SA_0000001454,"Age-standardized death rates, other unintentional injuries, per 100,000"
1250,SA_0000001455,"Age-standardized death rates, violence, per 100,000"
1251,SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000"
1252,SA_0000001457,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population"
1253,SA_0000001457_ARCHIVED,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population"
1254,SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000"
1255,SA_0000001459,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population"
1256,SA_0000001459_ARCHIVED,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population"
1257,SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000"
1258,SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI"
1259,SA_0000001461_ARCHIVED,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI"
1260,SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%"
1261,SA_0000001462_ARCHIVED,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%"
1262,SA_0000001463,"Alcoholic psychosis, incidence, per 100,000"
1263,SA_0000001463_ARCHIVED,"Alcoholic psychosis, incidence, per 100,000"
1264,SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population"
1265,SA_0000001464_ARCHIVED,"Cautions and arrests for drink-driving, per 100,000 population"
1266,SA_0000001465,"Hospital discharges, alcohol-related injuries and poisoning, per 100,000"
1267,SA_0000001466,"Hospital discharges, alcoholic liver disease, per 100,000"
1268,SA_0000001467,Perceived trend in alcohol-related harm and consequences
1269,SA_0000001468,"Treatment admissions (inpatient), alcohol dependence, per 100,000"
1270,SA_0000001469,"Treatment admissions (inpatient), alcoholic psychosis, per 100,000"
1271,SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population"
1272,SA_0000001470_ARCHIVED,"Alcohol-related road traffic crashes, per 100,000 population"
1273,SA_0000001471,Alcohol-related road traffic crashes (% of all traffic crashes)
1274,SA_0000001471_ARCHIVED,Alcohol-related road traffic crashes (% of all traffic crashes)
1275,SA_0000001472,"Alcohol-related injury mortality, per 1,000"
1276,SA_0000001473,"Alcohol-related disease mortality, per 100,000 (15+ years)"
1277,SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue
1278,SA_0000001474_ARCHIVED,Alcoholic excise tax revenue as a per cent of government revenue
1279,SA_0000001475,Annual revenues from alcohol excise tax in millions US$
1280,SA_0000001475_ARCHIVED,Annual revenues from alcohol excise tax in millions US$
1281,SA_0000001476,Alcohol expenditure as a per cent of total household expenditure
1282,SA_0000001476_ARCHIVED,Alcohol expenditure as a per cent of total household expenditure
1283,SA_0000001477,Social costs of alcohol use in millions US$
1284,SA_0000001477_ARCHIVED,Social costs of alcohol use in millions US$
1285,SA_0000001502,Adopted written national policy on alcohol
1286,SA_0000001502_ARCHIVED,Adopted written national policy on alcohol
1287,SA_0000001503,Alcoholic beverage legally defined
1288,SA_0000001504,Alcohol use is banned
1289,SA_0000001504_ARCHIVED,Alcohol use is banned
1290,SA_0000001506,National legislation to prevent illegal alcohol
1291,SA_0000001506_ARCHIVED,National legislation to prevent illegal alcohol
1292,SA_0000001507,Advertising restrictions on national television
1293,SA_0000001507_ARCHIVED,Advertising restrictions on national television
1294,SA_0000001508,Advertising restrictions on cable television
1295,SA_0000001508_ARCHIVED,Advertising restrictions on cable television
1296,SA_0000001509,Advertising restrictions on national radio
1297,SA_0000001509_ARCHIVED,Advertising restrictions on national radio
1298,SA_0000001510,Advertising restrictions on local radio
1299,SA_0000001510_ARCHIVED,Advertising restrictions on local radio
1300,SA_0000001511,Advertising restrictions in print media
1301,SA_0000001511_ARCHIVED,Advertising restrictions in print media
1302,SA_0000001512,Advertising restrictions at cinemas
1303,SA_0000001512_ARCHIVED,Advertising restrictions at cinemas
1304,SA_0000001513,Advertising restrictions on billboards
1305,SA_0000001513_ARCHIVED,Advertising restrictions on billboards
1306,SA_0000001514,Advertising restrictions at point-of-sale
1307,SA_0000001514_ARCHIVED,Advertising restrictions at point-of-sale
1308,SA_0000001515,Advertising restrictions on the internet
1309,SA_0000001515_ARCHIVED,Advertising restrictions on the internet
1310,SA_0000001516,Restrictions on product placement on national television
1311,SA_0000001516_ARCHIVED,Restrictions on product placement on national television
1312,SA_0000001517,Restrictions on product placement on cable television
1313,SA_0000001517_ARCHIVED,Restrictions on product placement on cable television
1314,SA_0000001518,Age limits on-premise service
1315,SA_0000001518_ARCHIVED,Age limits on-premise service
1316,SA_0000001519,Minimum legal drinking age
1317,SA_0000001520,Legal blood alcohol concentration (BAC) limits
1318,SA_0000001521,Random breath testing (RBT) use
1319,SA_0000001521_ARCHIVED,Random breath testing (RBT) use
1320,SA_0000001523,"Prices for alcoholic beverages (average, US$)"
1321,SA_0000001523_ARCHIVED,"Prices for alcoholic beverages (average, US$)"
1322,SA_0000001525,Off-premise sales restrictions on days
1323,SA_0000001525_ARCHIVED,Off-premise sales restrictions on days
1324,SA_0000001526,Off-premise sales restrictions on hours
1325,SA_0000001526_ARCHIVED,Off-premise sales restrictions on hours
1326,SA_0000001527,Off-premise sales restrictions on places
1327,SA_0000001527_ARCHIVED,Off-premise sales restrictions on places
1328,SA_0000001528,Off-premise sales restrictions on outlet density
1329,SA_0000001528_ARCHIVED,Off-premise sales restrictions on outlet density
1330,SA_0000001529,Off-premise sales restrictions at specific events
1331,SA_0000001529_ARCHIVED,Off-premise sales restrictions at specific events
1332,SA_0000001530,Off-premise sales restrictions at petrol stations
1333,SA_0000001530_ARCHIVED,Off-premise sales restrictions at petrol stations
1334,SA_0000001531,On-premise sales restrictions on days
1335,SA_0000001531_ARCHIVED,On-premise sales restrictions on days
1336,SA_0000001532,On-premise sales restrictions on hours
1337,SA_0000001532_ARCHIVED,On-premise sales restrictions on hours
1338,SA_0000001533,On-premise sales restrictions on places
1339,SA_0000001533_ARCHIVED,On-premise sales restrictions on places
1340,SA_0000001534,On-premise sales restrictions on outlet density
1341,SA_0000001534_ARCHIVED,On-premise sales restrictions on outlet density
1342,SA_0000001535,On-premise sales restrictions at specific events
1343,SA_0000001535_ARCHIVED,On-premise sales restrictions at specific events
1344,SA_0000001536,On-premise sales restrictions to intoxicated persons
1345,SA_0000001536_ARCHIVED,On-premise sales restrictions to intoxicated persons
1346,SA_0000001537,Restrictions on sponsorship of sporting events
1347,SA_0000001537_ARCHIVED,Restrictions on sponsorship of sporting events
1348,SA_0000001538,Restrictions on sponsorship of youth events
1349,SA_0000001538_ARCHIVED,Restrictions on sponsorship of youth events
1350,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)"
1351,SA_0000001539_ARCHIVED,"Restrictions on sales promotion from producers (parties, events)"
1352,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost)
1353,SA_0000001540_ARCHIVED,Restrictions on sales promotion from retailers (sales below cost)
1354,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free)
1355,SA_0000001541_ARCHIVED,Restrictions on sales promotion from owners of pubs and bars (alcohol for free)
1356,SA_0000001542,Government monopoly on production
1357,SA_0000001542_ARCHIVED,Government monopoly on production
1358,SA_0000001543,Government monopoly on retail sales
1359,SA_0000001543_ARCHIVED,Government monopoly on retail sales
1360,SA_0000001544,Licence required for production
1361,SA_0000001544_ARCHIVED,Licence required for production
1362,SA_0000001545,Licence required for retail sales
1363,SA_0000001545_ARCHIVED,Licence required for retail sales
1364,SA_0000001546,Excise tax as a per cent of the retail price of alcoholic beverages
1365,SA_0000001546_ARCHIVED,Excise tax as a per cent of the retail price of alcoholic beverages
1366,SA_0000001547,Excise duty (average) per hectolitre in Euros
1367,SA_0000001547_ARCHIVED,Excise duty (average) per hectolitre in Euros
1368,SA_0000001548,Excise tax as a per cent of the total retail price for 1 litre of pure alcohol
1369,SA_0000001548_ARCHIVED,Excise tax as a per cent of the total retail price for 1 litre of pure alcohol
1370,SA_0000001549,Duty paid or excise stamp on alcohol container
1371,SA_0000001549_ARCHIVED,Duty paid or excise stamp on alcohol container
1372,SA_0000001550,Excise tax on alcoholic beverages
1373,SA_0000001550_ARCHIVED,Excise tax on alcoholic beverages
1374,SA_0000001551,Value-added tax (VAT) on alcohol (%)
1375,SA_0000001551_ARCHIVED,Value-added tax (VAT) on alcohol (%)
1376,SA_0000001553,Restrictions on alcohol use in public places
1377,SA_0000001553_ARCHIVED,Restrictions on alcohol use in public places
1378,SA_0000001554,Health warning labels on alcohol advertising
1379,SA_0000001554_ARCHIVED,Health warning labels on alcohol advertising
1380,SA_0000001555,Health warning labels on alcohol containers
1381,SA_0000001555_ARCHIVED,Health warning labels on alcohol containers
1382,SA_0000001647,Awareness activities
1383,SA_0000001647_ARCHIVED,Awareness activities
1384,SA_0000001648,"Information, education, prevention"
1385,SA_0000001649,National drinking guidelines
1386,SA_0000001650,"Standard drink measures, in grams per unit"
1387,SA_0000001650_ARCHIVED,"Standard drink measures, in grams per unit"
1388,SA_0000001651,Monitoring
1389,SA_0000001652,"Interventions, projects, training"
1390,SA_0000001653,"Treatment, services"
1391,SA_0000001654,"Surveys, research"
1392,SA_0000001655,Counselling
1393,SA_0000001676,Production in 1000s hectolitres
1394,SA_0000001677,Imports in 1000s hectolitres
1395,SA_0000001678,Sales of beer in 1000s hectolitres
1396,SA_0000001679,Exports of beer (barley) in 1000s hectolitres
1397,SA_0000001680,Perceived trend in production
1398,SA_0000001681,Perceived trend in imports
1399,SA_0000001682,Perceived trend in sales
1400,SA_0000001683,Perceived trend in exports
1401,SA_0000001684,Sales of wine in 1000s hectolitres
1402,SA_0000001685,Sales of spirits in 1000s hectolitres
1403,SA_0000001686,Exports of wine (grape) in 1000s hectolitres
1404,SA_0000001687,Exports of spirits in 1000s hectolitres
1405,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)"
1406,SA_0000001688_ARCHIVED,Total (recorded+unrecorded) alcohol per capita (15+) consumption
1407,SA_0000001689,"Age-standardized DALYs, cerebrovascular disease, per 100,000"
1408,SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000"
1409,SA_0000001691,Central coordinating entity for alcohol policy implementation
1410,SA_0000001691_ARCHIVED,Central coordinating entity for alcohol policy implementation
1411,SA_0000001692,Framework of national alcohol policy
1412,SA_0000001692_ARCHIVED,Framework of national alcohol policy
1413,SA_0000001693,Level of adoption of national alcohol policy
1414,SA_0000001693_ARCHIVED,Level of adoption of national alcohol policy
1415,SA_0000001694,Sectors represented in national alcohol policy
1416,SA_0000001694_ARCHIVED,Sectors represented in national alcohol policy
1417,SA_0000001695,"Cautions and arrests for public drunkenness, per 100,000 population"
1418,SA_0000001695_ARCHIVED,"Cautions and arrests for public drunkenness, per 100,000 population"
1419,SA_0000001696,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities)
1420,SA_0000001696_ARCHIVED,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities)
1421,SA_0000001697,"Adopted written national policy on alcohol, year adopted"
1422,SA_0000001698,"Adopted written national policy on alcohol, year revised"
1423,SA_0000001699,Age limits off-premise sales
1424,SA_0000001699_ARCHIVED,Age limits off-premise sales
1425,SA_0000001700,Consumer information on alcohol and health at points of sale
1426,SA_0000001701,Educational programmes involving target groups in school curriculum
1427,SA_0000001702,Brief interventions as health promotion/disease prevention
1428,SA_0000001703,Server training on a regular basis
1429,SA_0000001704,Data collection on alcohol-related health indicators
1430,SA_0000001705,System for monitoring alcohol-related harm
1431,SA_0000001706,National treatment policy for alcohol use disorders
1432,SA_0000001707,Persons with alcohol use disorders receiving treatment (%)
1433,SA_0000001708,Designation of alcohol tax revenues to health services
1434,SA_0000001709,National surveys on drink-driving
1435,SA_0000001710,Public-funded alcohol research/monitoring programmes
1436,SA_0000001711,"Public funds designated for alcohol research/monitoring programmes, in Euros"
1437,SA_0000001712,Community-based interventions/projects involving stakeholders
1438,SA_0000001713,Interventions/projects actively involving young people and civil society
1439,SA_0000001714,Training in screening and brief interventions for alcohol problems
1440,SA_0000001715,Counselling to children in families with alcohol problems
1441,SA_0000001716,Counselling to pregnant women with alcohol problems
1442,SA_0000001717,Prevention/counselling at workplaces for those with alcohol problems
1443,SA_0000001719,Advertising restrictions on social media
1444,SA_0000001719_ARCHIVED,Advertising restrictions on social media
1445,SA_0000001720,Restrictions on product placement in films/movies
1446,SA_0000001720_ARCHIVED,Restrictions on product placement in films/movies
1447,SA_0000001721,Importance of measures for enhancing compliance with age limits
1448,SA_0000001721_ARCHIVED,Importance of measures for enhancing compliance with age limits
1449,SA_0000001722,Government support for community action
1450,SA_0000001722_ARCHIVED,Government support for community action
1451,SA_0000001723,Community-based interventions involving stakeholders
1452,SA_0000001723_ARCHIVED,Community-based interventions involving stakeholders
1453,SA_0000001724,National guidelines for implementing effective community-based interventions
1454,SA_0000001724_ARCHIVED,National guidelines for implementing effective community-based interventions
1455,SA_0000001725,National alcohol policy specifically involves young people activities
1456,SA_0000001725_ARCHIVED,National alcohol policy specifically involves young people activities
1457,SA_0000001726,Penalties for drink driving
1458,SA_0000001726_ARCHIVED,Penalties for drink driving
1459,SA_0000001727,Sobriety checkpoints
1460,SA_0000001727_ARCHIVED,Sobriety checkpoints
1461,SA_0000001728,Detection of marketing infringements
1462,SA_0000001728_ARCHIVED,Detection of marketing infringements
1463,SA_0000001729,Penalties for marketing infringements
1464,SA_0000001730,Price measures
1465,SA_0000001730_ARCHIVED,Price measures
1466,SA_0000001731,Level of taxation adjusted for inflation
1467,SA_0000001731_ARCHIVED,Level of taxation adjusted for inflation
1468,SA_0000001732,New types of alcoholic beverages emerging
1469,SA_0000001732_ARCHIVED,New types of alcoholic beverages emerging
1470,SA_0000001733,"Consumer information about calories, additives, etc on containers"
1471,SA_0000001733_ARCHIVED,"Consumer information about calories, additives, etc on containers"
1472,SA_0000001734,Number of standard alcoholic drinks displayed on containers
1473,SA_0000001734_ARCHIVED,Number of standard alcoholic drinks displayed on containers
1474,SA_0000001735,Alcohol content displayed on containers
1475,SA_0000001735_ARCHIVED,Alcohol content displayed on containers
1476,SA_0000001736,Action Plan for implementation of alcohol policy
1477,SA_0000001736_ARCHIVED,Action Plan for implementation of alcohol policy
1478,SA_0000001737,"Alcohol, regional per capita (15+) consumption (in litres of pure alcohol)"
1479,SA_0000001737_ARCHIVED,"Alcohol, regional per capita (15+) consumption (in litres of pure alcohol)"
1480,SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized with 95%CI"
1481,SA_0000001739_ARCHIVED,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized with 95%CI"
1482,SA_0000001740,Alcohol-attributable Years of Life Lost (YLL) score
1483,SA_0000001741,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)"
1484,SA_0000001741_ARCHIVED,"Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)"
1485,SA_0000001742,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)"
1486,SA_0000001742_ARCHIVED,"Alcohol-attributable fractions (15+), road traffic crash deaths (%)"
1487,SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)"
1488,SA_0000001743_ARCHIVED,"Alcohol-attributable fractions, all-cause deaths (%)"
1489,SA_0000001744,"Alcohol, regional prevalence of alcohol dependence (%)"
1490,SA_0000001744_ARCHIVED,"Alcohol, regional prevalence of alcohol dependence (%)"
1491,SA_0000001745,"Alcohol, regional prevalence of alcohol use disorders (%)"
1492,SA_0000001745_ARCHIVED,"Alcohol, regional prevalence of alcohol use disorders (%)"
1493,SA_0000001746,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025"
1494,SA_0000001746_ARCHIVED,"Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025"
1495,SA_0000001747_ARCHIVED,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average with 95%CI"
1496,SA_0000001748,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
1497,SA_0000001748_ARCHIVED,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
1498,SA_0000001749,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
1499,SA_0000001749_ARCHIVED,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
1500,SA_0000001751,"Alcohol, average daily intake in grams among drinkers with 95%CI"
1501,SA_0000001751_ARCHIVED,"Alcohol, average daily intake in grams among drinkers with 95%CI"
1502,SA_0000001752,"Alcohol, total (recorded + unrecorded) per capita (15+) consumption, projected estimates for 2016"
1503,SA_0000001752_ARCHIVED,"Alcohol, total (recorded + unrecorded) per capita (15+) consumption, projected estimates for 2016"
1504,SA_0000001753_ARCHIVED,"Alcohol use disorders (15+), 12 month prevalence (%), age standardized, with 95%CI"
1505,SA_0000001754,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI"
1506,SA_0000001754_ARCHIVED,"Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI"
1507,SA_0000001755,"15-19 years old heavy episodic drinkers (population), % with 95%CI"
1508,SA_0000001755_ARCHIVED,"15-19 years old heavy episodic drinkers (population), % with 95%CI"
1509,SA_0000001756,"15-19 years old heavy episodic drinkers (drinkers only), %"
1510,SA_0000001757,"15-19 years old abstainers, lifetime (%)"
1511,SA_0000001757_ARCHIVED,"15-19 years old abstainers, lifetime (%)"
1512,SA_0000001758,15-19 years old former drinkers (%)
1513,SA_0000001758_ARCHIVED,15-19 years old former drinkers (%)
1514,SA_0000001759,"15-19 years old, current drinkers (%)"
1515,SA_0000001759_ARCHIVED,"15-19 years old, current drinkers (%)"
1516,SA_0000001760,15-19 years old total alcohol consumption in litres of pure alcohol
1517,SA_0000001760_ARCHIVED,15-19 years old total alcohol consumption in litres of pure alcohol
1518,SA_0000001761,National guidelines for the prevention and reduction of alcohol-related harm in schools
1519,SA_0000001762,National guidelines for alcohol problem prevention and counselling at workplaces
1520,SA_0000001762_ARCHIVED,National guidelines for alcohol problem prevention and counselling at workplaces
1521,SA_0000001763,Workplace representatives nationally involved to prevent and address alcohol-related harm
1522,SA_0000001763_ARCHIVED,Workplace representatives nationally involved to prevent and address alcohol-related harm
1523,SA_0000001764,Server training
1524,SA_0000001764_ARCHIVED,Server training
1525,SA_0000001765,Legal obligation for schools to include alcohol use prevention
1526,SA_0000001765_ARCHIVED,Legal obligation for schools to include alcohol use prevention
1527,SA_0000001766,Legal obligation for schools to interact with parents regarding education and well-being
1528,SA_0000001766_ARCHIVED,Legal obligation for schools to interact with parents regarding education and well-being
1529,SA_0000001767,Legislation on alcohol testing at workplaces
1530,SA_0000001767_ARCHIVED,Legislation on alcohol testing at workplaces
1531,SA_0000001768,Standard drink defined
1532,SA_0000001768_ARCHIVED,Standard drink defined
1533,SA_0000001769,National systems for monitoring alcohol consumption and harms
1534,SA_0000001769_ARCHIVED,National systems for monitoring alcohol consumption and harms
1535,SA_0000001770,Regular reports from national monitoring systems
1536,SA_0000001770_ARCHIVED,Regular reports from national monitoring systems
1537,SA_0000001771,Comprehensive and regular reporting of alcohol situation
1538,SA_0000001771_ARCHIVED,Comprehensive and regular reporting of alcohol situation
1539,SA_0000001772,Clinical guidelines for brief interventions
1540,SA_0000001772_ARCHIVED,Clinical guidelines for brief interventions
1541,SA_0000001773,National surveys on adult alcohol consumption
1542,SA_0000001773_ARCHIVED,National surveys on adult alcohol consumption
1543,SA_0000001774,National surveys on youth alcohol consumption
1544,SA_0000001774_ARCHIVED,National surveys on youth alcohol consumption
1545,SA_0000001775,National surveys on heavy espisodic drinking
1546,SA_0000001775_ARCHIVED,National surveys on heavy espisodic drinking
1547,SA_0000001776,Data collection on Foetal Alcohol Syndome
1548,SA_0000001776_ARCHIVED,Data collection on Foetal Alcohol Syndome
1549,SA_0000001777,Data collected on harm from alcohol at workplace
1550,SA_0000001777_ARCHIVED,Data collected on harm from alcohol at workplace
1551,SA_0000001779,Level of enforcement of BAC limits
1552,SA_0000001781,"15-years old any alcoholic beverage consumed in past 12 months, (%)"
1553,SA_0000001781_ARCHIVED,"15-years old any alcoholic beverage consumed in past 12 months, (%)"
1554,SA_0000001782,"15-years old first drink at 13 years or younger, (%)"
1555,SA_0000001782_ARCHIVED,"15-years old first drink at 13 years or younger, (%)"
1556,SA_0000001783,"15-years old any alcoholic beverage consumed in past 30 days, (%)"
1557,SA_0000001783_ARCHIVED,"15-years old any alcoholic beverage consumed in past 30 days, (%)"
1558,SA_0000001784,"15-years old, any alcoholic beverage consumed at least once a week, (%)"
